Temperature,Rainfall,Altitude,Soil_type,Soil_pH,label
34.4,233,89,Sandy-Loam,6.3,Sorghum
26.5,503,586,Sandy,6.5,Tomato
22.8,602,729,Fertile,6.5,Tomato
32.0,409,74,Sandy-Loam,6.1,Cowpea
13.6,943,1927,Loamy,5.9,Kale
34.2,193,106,Sandy-Loam,5.8,Sorghum
28.0,864,315,Sandy-Loam,6.0,Groundnut
21.5,612,1149,Sandy-Loam,6.7,Tomato
16.9,548,1672,Sandy-Loam,7.1,Onion
31.8,384,386,Sandy-Loam,5.6,Cowpea
12.6,269,1378,Sandy,6.5,Onion
15.1,1096,2025,Sandy,5.8,Kale
10.8,886,2470,Clay,6.1,Carrot
35.3,329,525,Sandy,5.9,Sorghum
13.8,1439,2547,Loamy,6.9,Beans
19.4,962,1173,Loamy,5.9,Maize
14.0,1334,2482,Loamy,7.0,Beans
26.1,865,590,Sandy-Loam,5.7,Groundnut
11.1,1366,2665,Fertile,6.2,Irish Potato
25.4,970,1715,Loamy,6.3,Soybean
24.9,984,2053,Fertile,6.7,Soybean
38.5,157,653,Sandy,5.5,Sorghum
11.8,1158,2422,Fertile,5.7,Irish Potato
17.5,1238,1846,Sandy,7.2,Beans
34.7,414,681,Sandy-Loam,5.7,Sorghum
34.2,181,273,Sandy-Loam,6.9,Green Gram
41.0,233,285,Sandy,6.0,Sorghum
21.6,534,950,Loamy,6.4,Tomato
23.1,949,1423,Sandy-Loam,6.8,Soybean
21.9,1116,1568,Loamy,5.9,Maize
39.9,245,304,Sandy,5.6,Sorghum
24.4,822,404,Fertile,6.9,Tomato
27.6,1000,575,Sandy-Loam,5.9,Groundnut
23.7,1102,1771,Sandy,6.2,Soybean
22.9,1447,1158,Sandy-Loam,6.3,Maize
10.2,1248,2802,Sandy-Loam,5.7,Irish Potato
30.9,265,366,Loamy,5.7,Cowpea
9.8,603,2517,Fertile,6.8,Carrot
11.0,915,2565,Loamy,6.8,Kale
11.8,1601,2175,Loamy,6.7,Beans
32.2,590,718,Sandy-Loam,6.4,Millet
8.3,1206,2267,Fertile,5.7,Irish Potato
13.1,1444,2308,Fertile,7.0,Beans
22.0,781,1741,Fertile,6.5,Soybean
35.2,129,254,Sandy-Loam,6.9,Green Gram
26.8,425,750,Sandy,5.7,Millet
16.3,247,1521,Fertile,6.2,Onion
31.8,300,411,Sandy-Loam,6.2,Cowpea
11.3,451,1753,Sandy,6.4,Onion
34.8,159,498,Clay,5.8,Cowpea
27.0,982,706,Sandy-Loam,5.6,Groundnut
25.2,541,619,Sandy-Loam,6.1,Tomato
32.9,222,384,Sandy,5.6,Cowpea
20.8,558,1084,Sandy-Loam,7.0,Tomato
21.6,926,1886,Fertile,6.5,Soybean
11.5,1315,2190,Sandy-Loam,7.0,Beans
35.4,148,264,Sandy-Loam,7.1,Green Gram
34.1,315,406,Sandy-Loam,5.6,Sorghum
18.6,1226,1222,Fertile,6.3,Maize
41.8,248,142,Sandy,7.0,Green Gram
21.6,1440,1117,Clay,6.5,Maize
27.4,918,642,Sandy-Loam,5.7,Groundnut
29.2,729,292,Sandy,6.0,Groundnut
12.2,482,1869,Sandy,6.9,Onion
41.4,343,229,Sandy-Loam,6.3,Sorghum
20.0,863,1912,Loamy,6.4,Soybean
31.5,357,551,Loamy,6.1,Millet
23.9,1018,1722,Sandy-Loam,6.4,Soybean
17.1,284,1408,Sandy-Loam,6.9,Onion
23.1,603,230,Sandy-Loam,5.7,Groundnut
24.4,612,731,Loamy,6.2,Groundnut
34.9,133,216,Sandy,6.4,Green Gram
40.5,317,174,Sandy,6.1,Green Gram
17.5,922,1422,Fertile,6.3,Maize
17.5,1731,2405,Fertile,6.4,Beans
37.5,228,25,Sandy,6.7,Green Gram
25.6,805,1548,Loamy,6.4,Soybean
12.4,613,2560,Loamy,6.8,Carrot
11.3,1191,2453,Loamy,6.2,Kale
16.0,1132,1778,Fertile,6.4,Beans
10.6,1058,2014,Loamy,6.0,Kale
8.7,606,2297,Sandy,6.7,Carrot
22.2,532,923,Sandy-Loam,6.2,Tomato
9.8,810,2056,Fertile,7.0,Carrot
10.9,969,2895,Loamy,5.6,Irish Potato
11.7,947,2611,Clay,6.7,Carrot
40.5,450,200,Sandy,5.8,Sorghum
32.7,708,690,Loamy,6.4,Millet
19.9,1232,963,Sandy-Loam,6.3,Maize
12.8,266,1852,Loamy,7.0,Onion
5.1,1384,2932,Loamy,5.6,Irish Potato
21.4,808,924,Fertile,6.5,Tomato
11.3,1270,1965,Loamy,5.9,Kale
28.8,435,662,Sandy-Loam,5.6,Millet
7.5,560,2085,Fertile,6.5,Carrot
13.9,542,1500,Sandy-Loam,6.5,Onion
22.3,1060,2018,Loamy,6.9,Soybean
15.8,1298,2150,Clay,6.7,Beans
9.4,622,2739,Fertile,6.5,Carrot
11.8,899,2586,Fertile,6.2,Carrot
36.0,200,404,Sandy,5.8,Cowpea
19.9,846,1445,Sandy,6.6,Soybean
17.9,213,1841,Sandy-Loam,7.1,Onion
13.1,910,2371,Sandy-Loam,6.6,Carrot
10.1,1114,2021,Fertile,6.4,Kale
39.2,131,194,Loamy,6.9,Green Gram
11.7,975,2532,Fertile,5.8,Irish Potato
34.4,158,128,Sandy,7.1,Green Gram
12.8,893,2866,Sandy-Loam,6.3,Carrot
24.8,672,328,Sandy,6.2,Groundnut
37.0,297,273,Loamy,6.0,Sorghum
11.7,1144,2533,Clay,7.0,Beans
25.0,1153,2062,Sandy-Loam,6.2,Soybean
25.1,616,578,Sandy-Loam,5.6,Groundnut
36.1,268,337,Clay,7.1,Green Gram
41.5,178,218,Loamy,7.1,Green Gram
36.7,374,118,Sandy,6.6,Green Gram
23.7,1117,1537,Fertile,6.0,Maize
20.9,1142,1739,Sandy-Loam,6.5,Soybean
28.4,400,781,Clay,6.2,Millet
12.6,742,2067,Loamy,6.7,Carrot
12.5,630,2208,Loamy,6.3,Carrot
11.1,836,1982,Loamy,6.3,Kale
24.2,1394,978,Fertile,6.6,Maize
14.8,1088,2420,Loamy,6.1,Kale
13.7,790,2769,Fertile,6.2,Carrot
25.1,616,487,Sandy-Loam,5.6,Groundnut
13.8,1149,1876,Fertile,7.1,Beans
18.0,1255,1672,Fertile,6.4,Maize
11.3,433,1997,Loamy,7.0,Onion
36.9,186,265,Sandy-Loam,6.5,Green Gram
10.1,1285,2174,Sandy-Loam,5.6,Irish Potato
30.6,752,131,Sandy-Loam,5.6,Groundnut
10.3,1254,2028,Fertile,6.8,Kale
11.1,270,2069,Sandy,6.5,Onion
33.9,432,351,Sandy,6.3,Sorghum
12.1,1774,1914,Fertile,6.7,Beans
31.6,454,1059,Sandy,6.3,Millet
25.4,615,951,Sandy-Loam,6.3,Tomato
36.6,349,378,Sandy,5.9,Cowpea
21.3,725,502,Sandy-Loam,6.2,Tomato
33.2,242,284,Fertile,5.7,Cowpea
13.8,668,2719,Clay,6.4,Carrot
17.2,1465,2177,Loamy,6.4,Beans
9.1,1034,2724,Sandy,5.9,Irish Potato
12.8,1398,1931,Fertile,7.1,Beans
33.3,286,320,Sandy,6.2,Sorghum
23.3,970,1624,Fertile,6.1,Maize
36.1,281,271,Sandy,6.0,Sorghum
29.5,429,783,Loamy,5.5,Millet
21.8,1371,1701,Sandy-Loam,6.3,Maize
40.1,313,317,Loamy,6.3,Green Gram
6.9,909,3014,Loamy,6.0,Irish Potato
13.7,1337,1881,Loamy,6.2,Kale
23.9,860,2032,Loamy,7.0,Soybean
19.1,1370,1502,Sandy-Loam,6.3,Maize
20.3,1405,1539,Sandy-Loam,6.3,Maize
33.0,258,318,Loamy,6.0,Cowpea
35.3,233,451,Sandy,6.4,Sorghum
13.9,1135,2050,Sandy-Loam,6.4,Kale
27.2,817,444,Fertile,6.0,Tomato
12.5,501,2056,Sandy,6.6,Onion
12.3,729,2726,Loamy,6.5,Carrot
14.3,1723,2170,Fertile,6.5,Beans
13.5,1709,2330,Loamy,6.6,Beans
8.8,852,2410,Fertile,6.7,Carrot
26.8,914,375,Sandy-Loam,5.7,Groundnut
30.3,693,915,Sandy-Loam,5.9,Millet
13.9,1199,2249,Fertile,6.3,Kale
27.6,994,700,Sandy-Loam,5.5,Groundnut
14.3,883,2166,Sandy-Loam,5.9,Kale
12.9,1213,2279,Clay,6.8,Beans
34.2,199,293,Fertile,6.0,Cowpea
23.2,660,540,Sandy,6.4,Groundnut
11.7,925,2277,Fertile,6.7,Kale
31.0,379,985,Sandy-Loam,5.6,Millet
10.7,1028,2270,Fertile,6.2,Irish Potato
29.2,414,109,Loamy,5.7,Cowpea
11.6,1306,2267,Clay,6.1,Kale
9.7,901,2818,Fertile,6.8,Carrot
21.7,1003,1480,Fertile,6.4,Soybean
7.6,638,2548,Fertile,7.0,Carrot
29.3,344,236,Sandy,6.0,Cowpea
17.6,917,944,Loamy,5.9,Maize
40.4,428,480,Sandy-Loam,5.5,Sorghum
20.0,929,2085,Loamy,6.6,Soybean
32.8,712,754,Sandy,6.2,Millet
39.2,304,92,Sandy,5.6,Sorghum
14.6,875,2264,Clay,5.9,Kale
23.4,1293,957,Sandy-Loam,6.1,Maize
39.5,201,319,Sandy,6.8,Green Gram
24.5,693,545,Fertile,5.9,Groundnut
33.2,200,449,Loamy,5.7,Sorghum
20.9,737,1083,Sandy-Loam,6.0,Tomato
27.3,627,206,Sandy-Loam,5.6,Groundnut
39.6,449,647,Sandy,6.0,Sorghum
25.8,1119,1543,Loamy,6.1,Soybean
27.9,704,529,Fertile,6.5,Tomato
36.0,310,106,Sandy-Loam,6.4,Green Gram
32.6,217,30,Sandy,6.0,Cowpea
19.7,1448,1137,Loamy,6.7,Maize
13.7,878,1951,Clay,6.1,Carrot
20.3,499,1189,Sandy-Loam,6.1,Tomato
22.6,1245,1790,Loamy,6.5,Maize
23.5,879,488,Sandy-Loam,6.3,Groundnut
39.5,139,79,Loamy,6.1,Green Gram
41.6,327,480,Loamy,5.9,Sorghum
21.5,474,872,Fertile,6.2,Tomato
23.3,838,1576,Loamy,7.0,Soybean
23.7,1196,1481,Sandy-Loam,6.3,Maize
12.0,1348,2247,Sandy-Loam,6.0,Kale
37.7,474,70,Sandy,6.3,Sorghum
8.2,751,2348,Loamy,6.4,Carrot
8.0,1092,2779,Loamy,6.3,Irish Potato
22.0,693,868,Sandy-Loam,6.5,Tomato
16.7,525,1758,Clay,7.1,Onion
32.9,233,427,Sandy,5.9,Cowpea
33.4,325,469,Sandy-Loam,5.8,Cowpea
34.9,165,273,Sandy,6.0,Green Gram
22.3,805,2049,Sandy-Loam,6.7,Soybean
27.0,575,503,Sandy,6.6,Tomato
26.5,780,481,Sandy,6.2,Groundnut
27.4,934,214,Sandy-Loam,5.8,Groundnut
35.2,219,316,Sandy,5.9,Cowpea
15.8,1224,2250,Fertile,6.4,Beans
24.0,787,1968,Fertile,6.7,Soybean
24.6,1050,1413,Fertile,5.8,Maize
27.1,904,770,Sandy-Loam,6.3,Groundnut
13.8,622,2804,Sandy,6.2,Carrot
31.7,631,829,Sandy,5.9,Millet
17.7,1066,2536,Loamy,7.0,Beans
6.1,1355,2922,Fertile,6.1,Irish Potato
27.6,615,661,Clay,6.9,Tomato
28.7,407,563,Clay,5.5,Millet
6.3,918,2572,Clay,5.6,Irish Potato
11.6,1324,2347,Clay,5.6,Irish Potato
27.0,516,450,Loamy,5.9,Millet
25.4,525,899,Sandy-Loam,6.2,Tomato
34.4,289,299,Clay,7.2,Green Gram
20.7,1085,1764,Loamy,6.8,Soybean
33.9,402,434,Sandy,6.3,Millet
28.6,624,263,Sandy,5.6,Groundnut
5.1,950,2763,Loamy,5.6,Irish Potato
37.0,412,32,Clay,5.6,Cowpea
28.7,867,293,Loamy,6.2,Groundnut
32.3,289,49,Clay,6.4,Cowpea
34.8,359,216,Sandy-Loam,6.0,Cowpea
34.7,374,541,Sandy,6.4,Sorghum
19.4,1439,1478,Fertile,6.8,Maize
11.7,873,2712,Fertile,6.4,Carrot
11.1,1252,1845,Sandy,6.3,Kale
7.7,1221,2558,Clay,6.3,Irish Potato
26.9,676,525,Fertile,6.5,Tomato
27.7,517,531,Loamy,6.5,Millet
39.4,287,92,Loamy,7.0,Green Gram
35.7,323,243,Sandy,6.7,Green Gram
11.2,695,2167,Fertile,6.5,Carrot
30.0,485,929,Sandy,6.4,Millet
20.6,508,458,Fertile,6.8,Tomato
34.6,231,682,Sandy,6.1,Sorghum
22.6,1123,1693,Loamy,6.3,Soybean
22.9,666,518,Fertile,6.0,Tomato
38.0,302,263,Sandy-Loam,7.1,Green Gram
20.4,930,1992,Sandy-Loam,6.7,Soybean
14.8,353,1550,Sandy,7.1,Onion
23.1,936,907,Loamy,6.4,Maize
35.2,168,321,Sandy-Loam,6.0,Cowpea
29.0,941,764,Loamy,6.0,Groundnut
38.2,258,579,Sandy-Loam,6.0,Sorghum
30.4,637,1027,Clay,5.8,Millet
29.2,580,998,Fertile,5.9,Millet
32.3,663,478,Clay,5.7,Millet
8.8,842,2931,Sandy-Loam,6.7,Carrot
11.7,1482,2121,Loamy,7.2,Beans
29.8,641,675,Sandy-Loam,6.1,Groundnut
27.0,562,649,Sandy,6.3,Millet
26.8,621,711,Sandy-Loam,6.0,Groundnut
11.3,922,2380,Fertile,6.2,Irish Potato
16.3,316,1908,Loamy,6.3,Onion
31.3,338,38,Sandy,5.7,Cowpea
11.2,986,1863,Sandy,6.1,Kale
15.7,1252,1814,Fertile,6.4,Beans
41.5,341,189,Sandy,6.3,Sorghum
29.9,745,549,Sandy-Loam,5.8,Millet
31.0,254,405,Sandy,5.8,Cowpea
24.6,749,1171,Loamy,6.1,Tomato
30.0,1017,446,Sandy,5.9,Groundnut
39.1,359,61,Sandy,6.9,Green Gram
36.7,156,377,Fertile,6.3,Cowpea
8.2,1050,2847,Clay,5.7,Irish Potato
11.7,1025,2597,Sandy-Loam,5.7,Irish Potato
24.3,739,724,Sandy,6.4,Groundnut
26.8,394,801,Sandy,5.9,Millet
10.9,885,2308,Clay,6.0,Kale
13.2,232,1670,Loamy,7.1,Onion
25.5,931,2023,Sandy-Loam,6.7,Soybean
23.2,874,325,Sandy-Loam,6.2,Groundnut
22.2,533,764,Fertile,6.1,Tomato
13.4,1335,2172,Fertile,5.9,Kale
24.7,719,1043,Fertile,6.4,Tomato
7.7,703,2437,Fertile,7.0,Carrot
27.2,677,279,Sandy-Loam,5.6,Groundnut
33.5,446,958,Sandy-Loam,6.4,Millet
13.9,1032,2077,Sandy-Loam,6.1,Kale
7.9,1357,2462,Clay,6.0,Irish Potato
14.4,1018,2462,Loamy,5.8,Kale
37.5,185,123,Sandy-Loam,7.2,Green Gram
23.7,731,329,Sandy,6.0,Groundnut
24.0,572,1178,Fertile,6.4,Tomato
10.2,1229,2267,Fertile,5.8,Kale
13.6,386,1350,Sandy-Loam,6.4,Onion
23.4,573,624,Fertile,6.2,Tomato
34.3,407,218,Sandy-Loam,5.7,Cowpea
17.3,482,1352,Sandy-Loam,6.6,Onion
31.7,433,614,Sandy-Loam,5.9,Millet
31.3,479,638,Sandy,6.0,Millet
13.4,662,2808,Sandy-Loam,6.9,Carrot
23.1,864,426,Clay,5.6,Groundnut
16.7,470,2036,Fertile,6.9,Onion
31.6,427,348,Sandy,5.7,Cowpea
12.6,274,1944,Loamy,6.3,Onion
11.7,1070,2732,Fertile,5.6,Irish Potato
13.4,829,2398,Sandy-Loam,5.8,Kale
11.0,895,2103,Fertile,6.2,Kale
41.6,410,471,Clay,5.6,Sorghum
10.4,989,2068,Fertile,6.7,Kale
12.6,495,1895,Fertile,6.4,Onion
14.3,311,1924,Sandy,6.5,Onion
29.2,881,356,Sandy-Loam,6.3,Groundnut
28.3,600,796,Sandy,6.0,Millet
37.9,198,200,Sandy,6.0,Green Gram
17.0,1482,2462,Sandy,7.0,Beans
38.1,418,544,Sandy,6.4,Sorghum
12.9,374,1597,Sandy-Loam,7.1,Onion
34.5,424,483,Sandy-Loam,5.7,Cowpea
35.9,253,119,Sandy-Loam,6.5,Green Gram
32.6,378,280,Sandy-Loam,6.1,Cowpea
36.2,223,437,Sandy,5.5,Cowpea
36.1,226,48,Sandy,6.3,Cowpea
10.9,1239,2061,Sandy-Loam,6.0,Kale
39.8,418,33,Sandy,6.2,Sorghum
15.5,833,1873,Loamy,6.4,Kale
22.9,853,1920,Sandy,6.8,Soybean
28.8,630,766,Sandy-Loam,6.3,Groundnut
11.1,927,2024,Fertile,6.7,Kale
11.3,1094,2110,Fertile,5.6,Irish Potato
12.3,481,2075,Sandy-Loam,6.7,Onion
33.0,414,381,Sandy,5.5,Cowpea
14.5,1556,1941,Fertile,7.0,Beans
37.4,216,113,Sandy-Loam,5.6,Sorghum
13.8,1186,1875,Fertile,6.2,Beans
12.3,601,2776,Fertile,6.7,Carrot
26.1,794,784,Loamy,6.3,Groundnut
29.9,614,532,Sandy,6.2,Groundnut
13.2,1497,2546,Sandy-Loam,7.1,Beans
14.9,1425,1805,Loamy,6.8,Beans
16.7,1060,2269,Clay,7.0,Beans
11.2,1308,2441,Sandy-Loam,5.8,Irish Potato
10.6,902,2433,Sandy-Loam,5.9,Irish Potato
23.6,578,995,Fertile,6.4,Tomato
11.0,756,2380,Sandy-Loam,6.4,Carrot
16.0,328,1389,Clay,7.2,Onion
22.7,917,1562,Loamy,6.4,Maize
14.9,393,1436,Loamy,6.7,Onion
8.6,709,2102,Fertile,6.9,Carrot
20.9,1120,1403,Sandy,6.3,Soybean
40.9,383,539,Sandy,6.4,Sorghum
25.8,1002,268,Sandy,5.6,Groundnut
22.6,996,1776,Sandy,6.9,Soybean
9.5,644,2730,Sandy-Loam,6.8,Carrot
14.6,1113,2189,Sandy-Loam,6.8,Beans
24.7,1161,965,Clay,6.1,Maize
29.8,319,349,Sandy,6.3,Cowpea
32.3,490,516,Loamy,5.9,Millet
36.9,301,679,Sandy-Loam,6.1,Sorghum
12.5,434,2078,Loamy,6.8,Onion
17.5,1737,2258,Clay,6.6,Beans
14.1,1300,2065,Sandy-Loam,6.4,Beans
10.7,1305,2967,Fertile,5.9,Irish Potato
19.1,1097,1519,Loamy,6.7,Soybean
33.7,345,156,Sandy,6.4,Sorghum
28.7,535,1049,Clay,5.6,Millet
25.9,450,876,Fertile,6.3,Tomato
41.8,139,106,Sandy-Loam,6.3,Green Gram
13.5,1732,2205,Fertile,7.0,Beans
29.7,373,910,Sandy-Loam,6.2,Millet
12.4,410,1395,Sandy-Loam,6.7,Onion
14.7,1074,2130,Sandy-Loam,6.4,Beans
36.9,474,250,Clay,6.3,Sorghum
13.8,551,2901,Clay,6.9,Carrot
41.0,360,491,Sandy,5.9,Sorghum
12.7,766,2660,Sandy-Loam,6.5,Carrot
29.0,827,535,Sandy-Loam,5.9,Groundnut
13.0,878,2099,Fertile,6.2,Kale
17.1,1057,2372,Sandy-Loam,7.2,Beans
17.6,1517,2343,Fertile,7.0,Beans
40.6,294,314,Loamy,6.7,Green Gram
30.4,901,748,Sandy-Loam,6.4,Groundnut
12.3,689,2614,Fertile,6.9,Carrot
12.2,332,2033,Sandy,6.6,Onion
28.0,521,802,Fertile,6.0,Tomato
21.9,903,1509,Loamy,6.4,Maize
7.7,806,2166,Clay,6.7,Carrot
11.1,1096,2916,Sandy,5.8,Irish Potato
35.0,232,388,Sandy,5.7,Cowpea
17.8,937,1689,Sandy-Loam,6.3,Maize
15.7,1346,2355,Sandy-Loam,6.6,Beans
16.6,1604,2266,Loamy,6.7,Beans
32.5,301,122,Sandy-Loam,6.0,Cowpea
11.5,1004,1854,Sandy-Loam,6.3,Kale
18.3,1273,1381,Clay,6.0,Maize
34.4,364,86,Sandy-Loam,6.0,Sorghum
30.5,183,97,Sandy,6.1,Cowpea
37.2,476,545,Fertile,6.3,Sorghum
19.1,754,1722,Sandy-Loam,6.0,Soybean
35.5,330,98,Sandy,6.3,Green Gram
23.0,929,1392,Sandy-Loam,5.9,Maize
22.6,1052,1670,Loamy,6.2,Soybean
10.7,1348,2418,Loamy,5.7,Irish Potato
41.3,259,301,Loamy,6.6,Green Gram
40.5,212,570,Sandy,5.7,Sorghum
27.2,385,794,Loamy,5.6,Millet
31.6,622,604,Sandy-Loam,6.2,Millet
14.4,1337,2421,Loamy,6.7,Beans
36.0,475,379,Sandy-Loam,5.7,Sorghum
13.6,1317,2025,Sandy-Loam,6.6,Beans
35.2,238,256,Fertile,6.1,Cowpea
36.3,274,244,Sandy,7.1,Green Gram
7.7,785,2430,Clay,6.1,Carrot
32.7,595,1039,Sandy-Loam,5.6,Millet
30.2,187,126,Sandy,5.8,Cowpea
32.6,442,468,Fertile,5.8,Millet
32.7,406,1020,Sandy,5.7,Millet
12.9,1236,2503,Loamy,7.0,Beans
35.5,340,655,Loamy,6.3,Sorghum
36.2,197,200,Sandy-Loam,6.1,Green Gram
15.0,354,1610,Clay,7.1,Onion
22.2,1064,1671,Loamy,6.4,Soybean
17.2,1085,2519,Clay,6.8,Beans
12.4,1164,1894,Sandy-Loam,6.2,Kale
21.2,984,1864,Sandy-Loam,6.7,Soybean
36.6,228,209,Loamy,5.6,Cowpea
24.4,593,500,Clay,6.5,Tomato
30.4,371,679,Sandy-Loam,6.5,Millet
20.9,983,1715,Loamy,6.6,Soybean
16.4,236,2071,Fertile,6.5,Onion
35.4,406,385,Sandy,5.7,Cowpea
17.3,1134,1202,Fertile,5.8,Maize
22.4,975,1625,Loamy,6.4,Soybean
26.1,709,806,Sandy-Loam,5.7,Millet
10.0,1347,2611,Clay,5.6,Irish Potato
27.1,394,1045,Sandy,6.1,Millet
14.9,530,1352,Sandy-Loam,7.1,Onion
9.2,825,2387,Sandy-Loam,6.8,Carrot
11.1,1596,2008,Clay,6.8,Beans
22.5,720,631,Clay,6.1,Tomato
17.7,1603,2227,Fertile,6.2,Beans
28.0,897,283,Sandy-Loam,5.8,Groundnut
11.6,855,2215,Loamy,6.1,Carrot
7.4,753,2946,Fertile,6.6,Carrot
29.7,923,757,Sandy,6.3,Groundnut
33.1,308,67,Fertile,6.3,Sorghum
13.4,950,2190,Loamy,6.3,Kale
36.8,336,247,Sandy,6.4,Green Gram
11.8,1287,3039,Fertile,6.0,Irish Potato
41.6,150,123,Sandy-Loam,6.2,Green Gram
26.3,1045,404,Sandy,6.0,Groundnut
20.9,1134,1422,Loamy,6.3,Soybean
16.5,1279,1782,Sandy,6.6,Beans
40.0,292,252,Sandy,6.1,Sorghum
5.1,1384,2143,Fertile,5.9,Irish Potato
11.2,1196,2779,Fertile,5.9,Irish Potato
29.4,544,496,Sandy,6.1,Millet
37.2,138,270,Loamy,7.1,Green Gram
22.6,1081,1789,Fertile,6.4,Soybean
33.0,409,413,Sandy-Loam,6.4,Cowpea
22.9,864,1583,Loamy,6.3,Soybean
28.9,582,451,Sandy-Loam,6.4,Millet
25.6,1089,1545,Sandy-Loam,6.8,Soybean
27.8,727,456,Loamy,6.8,Tomato
9.9,1288,2202,Sandy,6.4,Kale
24.1,1024,1974,Sandy-Loam,6.2,Soybean
15.4,395,1906,Sandy-Loam,6.8,Onion
13.4,1383,2290,Sandy-Loam,7.1,Beans
19.1,1039,1012,Clay,5.8,Maize
28.6,618,730,Sandy-Loam,5.9,Groundnut
12.5,781,2584,Fertile,6.4,Carrot
13.4,1096,2138,Loamy,6.4,Beans
27.5,666,691,Loamy,6.0,Millet
11.1,698,2551,Fertile,6.7,Carrot
23.5,943,370,Sandy,6.2,Groundnut
41.1,121,327,Sandy,6.8,Green Gram
27.7,810,616,Fertile,7.0,Tomato
31.2,382,569,Sandy,6.0,Millet
16.3,544,2059,Loamy,7.1,Onion
23.4,1340,1781,Sandy-Loam,6.3,Maize
26.0,774,426,Sandy,6.6,Tomato
36.2,336,38,Sandy,6.1,Green Gram
23.5,1187,1439,Sandy,6.9,Soybean
28.2,682,612,Sandy-Loam,6.1,Groundnut
15.4,1369,2188,Loamy,6.5,Beans
22.9,896,1605,Loamy,6.8,Soybean
36.3,322,313,Sandy,6.6,Green Gram
24.4,906,1389,Fertile,6.6,Maize
33.9,699,1098,Sandy-Loam,6.3,Millet
37.9,301,47,Sandy,7.0,Green Gram
24.4,947,217,Loamy,6.3,Groundnut
36.1,382,390,Sandy,6.0,Sorghum
22.3,1101,1530,Sandy-Loam,6.3,Maize
20.2,797,1566,Sandy-Loam,6.5,Soybean
15.1,1320,1884,Loamy,6.7,Kale
14.2,305,1638,Fertile,6.9,Onion
36.7,371,212,Sandy,6.3,Green Gram
26.8,1029,235,Sandy,5.9,Groundnut
34.5,244,298,Sandy-Loam,6.1,Cowpea
22.5,1117,2002,Clay,6.0,Soybean
40.8,241,293,Sandy-Loam,6.2,Green Gram
5.9,1041,2463,Clay,6.0,Irish Potato
10.6,1041,2277,Fertile,6.1,Irish Potato
28.5,906,551,Fertile,6.2,Groundnut
13.7,921,1974,Fertile,6.0,Kale
14.9,202,1408,Fertile,6.3,Onion
21.3,858,1518,Fertile,6.1,Soybean
33.0,662,410,Sandy,5.8,Millet
40.7,222,201,Sandy-Loam,6.7,Green Gram
11.5,518,2068,Loamy,6.7,Onion
21.4,880,1778,Loamy,6.1,Soybean
12.9,241,1538,Fertile,6.8,Onion
37.3,197,26,Sandy,6.9,Green Gram
28.4,574,900,Sandy,6.2,Millet
10.8,786,2458,Sandy-Loam,6.6,Carrot
20.3,905,1643,Sandy-Loam,6.3,Soybean
13.0,633,2880,Loamy,6.8,Carrot
31.4,278,117,Sandy,6.0,Cowpea
32.6,691,553,Loamy,6.2,Millet
24.0,786,1041,Sandy-Loam,6.2,Tomato
19.5,1165,959,Fertile,6.2,Maize
34.1,247,229,Clay,6.5,Green Gram
22.5,846,1590,Loamy,6.7,Soybean
33.9,163,534,Sandy,6.5,Sorghum
40.4,358,314,Clay,7.1,Green Gram
11.7,281,1881,Fertile,7.1,Onion
8.3,679,2176,Sandy-Loam,6.1,Carrot
27.2,483,552,Sandy-Loam,6.6,Tomato
34.4,244,109,Sandy,5.9,Cowpea
30.3,969,145,Fertile,5.7,Groundnut
25.5,915,669,Sandy,6.4,Groundnut
26.1,628,1031,Clay,6.1,Tomato
20.3,1136,1580,Loamy,6.5,Soybean
7.2,924,2001,Clay,6.7,Carrot
29.2,188,111,Loamy,6.1,Cowpea
30.4,922,621,Sandy-Loam,5.7,Groundnut
13.5,1242,2372,Clay,5.9,Kale
13.0,1600,1769,Sandy,7.1,Beans
33.8,383,1030,Loamy,5.9,Millet
30.9,704,517,Sandy-Loam,5.5,Groundnut
7.3,1112,2607,Loamy,5.6,Irish Potato
24.6,831,1684,Sandy-Loam,6.8,Soybean
21.8,839,2073,Sandy,6.7,Soybean
27.8,527,676,Sandy-Loam,6.0,Tomato
11.0,659,2029,Loamy,6.9,Carrot
9.5,1060,2248,Fertile,6.5,Kale
25.4,805,103,Sandy,5.7,Groundnut
31.1,208,389,Clay,6.1,Cowpea
14.0,1339,2255,Sandy-Loam,6.2,Kale
24.5,1006,198,Loamy,5.5,Groundnut
9.9,1006,2236,Loamy,5.8,Irish Potato
11.9,1252,2480,Loamy,6.5,Kale
11.2,1377,2962,Fertile,6.0,Irish Potato
9.6,1106,2476,Fertile,6.0,Kale
31.1,162,30,Sandy-Loam,5.7,Cowpea
40.6,195,418,Clay,6.0,Sorghum
11.4,500,1693,Sandy-Loam,6.4,Onion
30.9,250,459,Sandy,6.2,Cowpea
30.5,293,73,Clay,5.8,Cowpea
16.1,227,1429,Sandy,6.4,Onion
36.5,427,483,Sandy,6.0,Sorghum
15.9,1467,2036,Fertile,6.2,Beans
7.5,1259,2397,Clay,5.9,Irish Potato
12.7,386,1711,Clay,6.3,Onion
11.8,1100,2329,Fertile,6.6,Beans
24.8,717,433,Sandy-Loam,5.7,Groundnut
20.2,571,1136,Sandy-Loam,6.3,Tomato
